source_object,evidence_id,graph_object_type,graph_object_id,ir_object_id,question_or_decision,generated_code_location,validation_result
Architecture Diagram to IaC Compiler.pptx:slide11.xml:10,ev-b445bdbe39915fdb,node,ev-b445bdbe39915fdb,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:11,ev-11a2317ebed4dbe3,node,ev-11a2317ebed4dbe3,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:12,ev-dda565101ad953a3,node,ev-dda565101ad953a3,ev-dda565101ad953a3,none,main.bicep#L755,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:13,ev-068beb5249fce997,node,ev-068beb5249fce997,ev-068beb5249fce997,none,main.bicep#L763,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:14,ev-ec3a724eb22c4314,node,ev-ec3a724eb22c4314,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:15,ev-16dfa1da6cd0e0a1,node,ev-16dfa1da6cd0e0a1,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:16,ev-1088103f947f508e,node,ev-1088103f947f508e,ev-1088103f947f508e,none,main.bicep#L771,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:17,ev-76dd92bf8b431a6d,node,ev-76dd92bf8b431a6d,ev-76dd92bf8b431a6d,none,main.bicep#L779,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:18,ev-6fda81fe734ba163,node,ev-6fda81fe734ba163,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:19,ev-4dda241e318f32de,node,ev-4dda241e318f32de,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:20,ev-92d28b098e83c509,node,ev-92d28b098e83c509,ev-92d28b098e83c509,none,main.bicep#L787,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:21,ev-0a04aef0efe13738,node,ev-0a04aef0efe13738,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:22,ev-e1bf92b85bc6d306,node,ev-e1bf92b85bc6d306,ev-e1bf92b85bc6d306,none,main.bicep#L795,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:23,ev-88f5d8163eaa63a4,node,ev-88f5d8163eaa63a4,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:25,ev-233346ddf0b93565,node,ev-233346ddf0b93565,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:26,ev-ab3c5f4d972ad01e,node,ev-ab3c5f4d972ad01e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:28,ev-02f7cc2452366653,node,ev-02f7cc2452366653,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:29,ev-d8b0771f1a144fc5,node,ev-d8b0771f1a144fc5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:31,ev-a36932e485a854b0,node,ev-a36932e485a854b0,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:32,ev-0e0cc2842fcf8da8,node,ev-0e0cc2842fcf8da8,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:34,ev-be7470c641e7f470,node,ev-be7470c641e7f470,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:35,ev-08d4117f9b69ee1a,node,ev-08d4117f9b69ee1a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:36,ev-289b90b84ce7b52c,node,ev-289b90b84ce7b52c,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:2,ev-22f9e8c75c6d552f,node,ev-22f9e8c75c6d552f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:3,ev-df138c2af0c0e84e,node,ev-df138c2af0c0e84e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:4,ev-92ecfa6e2a3965a7,node,ev-92ecfa6e2a3965a7,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:5,ev-2e7ad886e871206c,node,ev-2e7ad886e871206c,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:6,ev-8fbf6b636a815cc5,node,ev-8fbf6b636a815cc5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:7,ev-37a9f0216c77fa60,node,ev-37a9f0216c77fa60,ev-37a9f0216c77fa60,none,main.bicep#L803,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:8,ev-5bad7f7ef6cd3930,edge,ev-5bad7f7ef6cd3930,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1445,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:9,ev-5d4c00419ae49ce1,edge,ev-5d4c00419ae49ce1,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1451,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:10,ev-0a3e682ed98b2052,node,ev-0a3e682ed98b2052,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:11,ev-c8e817f3f3d789d5,node,ev-c8e817f3f3d789d5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:13,ev-df94997259438d79,node,ev-df94997259438d79,ev-df94997259438d79,none,main.bicep#L811,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:14,ev-eacb18d3c19d095c,node,ev-eacb18d3c19d095c,ev-eacb18d3c19d095c,none,main.bicep#L819,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:15,ev-b432cefca50a9e2c,node,ev-b432cefca50a9e2c,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:16,ev-8cb0a940b44260b1,node,ev-8cb0a940b44260b1,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:18,ev-9dc00639269eca70,node,ev-9dc00639269eca70,ev-9dc00639269eca70,none,main.bicep#L827,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:19,ev-1d1ea179d543a1d7,node,ev-1d1ea179d543a1d7,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:20,ev-73ee3510bf454e53,node,ev-73ee3510bf454e53,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:21,ev-12683d54d7415384,node,ev-12683d54d7415384,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:22,ev-686f06ceb212acc3,node,ev-686f06ceb212acc3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:23,ev-ae018bd16b7241c8,node,ev-ae018bd16b7241c8,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:24,ev-bd3dafaccf50abf4,node,ev-bd3dafaccf50abf4,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:2,ev-e617d6369980d229,node,ev-e617d6369980d229,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:3,ev-95a14dca55285a2d,node,ev-95a14dca55285a2d,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:4,ev-2f3f9a50355c7503,node,ev-2f3f9a50355c7503,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:5,ev-c8edcdb35b3e9d21,node,ev-c8edcdb35b3e9d21,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:6,ev-9ae06cf81e0f4b86,node,ev-9ae06cf81e0f4b86,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:7,ev-2f54d5b6a55d9b62,node,ev-2f54d5b6a55d9b62,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:8,ev-db09fc58b82d62c8,node,ev-db09fc58b82d62c8,ev-db09fc58b82d62c8,none,main.bicep#L835,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:9,ev-bd2b32fe87eb5e84,node,ev-bd2b32fe87eb5e84,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:10,ev-1a7a219b105256a6,node,ev-1a7a219b105256a6,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:11,ev-c1e298a136f35b2d,node,ev-c1e298a136f35b2d,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:12,ev-5c83f17b30b955a1,node,ev-5c83f17b30b955a1,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:13,ev-6284b9015ce97eed,node,ev-6284b9015ce97eed,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:14,ev-dbf61e79ea7a24bc,node,ev-dbf61e79ea7a24bc,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:15,ev-a216907fd51e4b7a,node,ev-a216907fd51e4b7a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:16,ev-ff014b0f67030b83,node,ev-ff014b0f67030b83,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:17,ev-a3cc9e195dfba081,node,ev-a3cc9e195dfba081,ev-a3cc9e195dfba081,none,main.bicep#L843,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:18,ev-0f7e3faba6ac4fce,node,ev-0f7e3faba6ac4fce,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:19,ev-041662fe1c4b5519,node,ev-041662fe1c4b5519,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:20,ev-3d6230b3998618b1,node,ev-3d6230b3998618b1,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:21,ev-b179ad0bacfb3341,node,ev-b179ad0bacfb3341,ev-b179ad0bacfb3341,none,main.bicep#L851,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:22,ev-ae73c20fc5c85a32,node,ev-ae73c20fc5c85a32,ev-ae73c20fc5c85a32,none,main.bicep#L859,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:23,ev-a4f5a7d77c3d2cb9,node,ev-a4f5a7d77c3d2cb9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:24,ev-41682b47c6d2ffcb,node,ev-41682b47c6d2ffcb,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:25,ev-b01af9b58dc6f990,node,ev-b01af9b58dc6f990,ev-b01af9b58dc6f990,none,main.bicep#L867,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:26,ev-ef235c7f4643730e,node,ev-ef235c7f4643730e,ev-ef235c7f4643730e,none,main.bicep#L875,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:27,ev-b6a5b951f6ff2e24,node,ev-b6a5b951f6ff2e24,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:28,ev-c2d6bbaaf99028e0,node,ev-c2d6bbaaf99028e0,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:30,ev-fcd89a6d6476c37b,node,ev-fcd89a6d6476c37b,ev-fcd89a6d6476c37b,none,main.bicep#L883,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:31,ev-fa4f250920ebcdbc,node,ev-fa4f250920ebcdbc,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:33,ev-a988077c986ba2e4,node,ev-a988077c986ba2e4,ev-a988077c986ba2e4,none,main.bicep#L891,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:34,ev-23b927c6443b3c2d,node,ev-23b927c6443b3c2d,,question:SHAPE_TEXT_MISSING,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:36,ev-701c36826192c86f,node,ev-701c36826192c86f,ev-701c36826192c86f,none,main.bicep#L899,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:37,ev-647b7a554d9ac774,node,ev-647b7a554d9ac774,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:38,ev-19b4aa311b556f61,node,ev-19b4aa311b556f61,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:2,ev-d45bae588b5111e1,node,ev-d45bae588b5111e1,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:3,ev-d9865094ccebfe8b,node,ev-d9865094ccebfe8b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:4,ev-7e53667c42cd8583,node,ev-7e53667c42cd8583,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:5,ev-1f3a7ed734e1c572,node,ev-1f3a7ed734e1c572,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:6,ev-f6c803ee836e3434,node,ev-f6c803ee836e3434,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:7,ev-28df8267b486880b,node,ev-28df8267b486880b,ev-28df8267b486880b,none,main.bicep#L907,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:8,ev-48494b443c612fcc,node,ev-48494b443c612fcc,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:9,ev-b1d25e8f9922d710,node,ev-b1d25e8f9922d710,ev-b1d25e8f9922d710,none,main.bicep#L915,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:10,ev-1cd42bee55665d49,node,ev-1cd42bee55665d49,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:11,ev-be5664a1e4ab8a34,node,ev-be5664a1e4ab8a34,ev-be5664a1e4ab8a34,none,main.bicep#L923,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:12,ev-2b5cd3638bd2e752,node,ev-2b5cd3638bd2e752,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:13,ev-8fc4a1ffcee7e24e,node,ev-8fc4a1ffcee7e24e,ev-8fc4a1ffcee7e24e,none,main.bicep#L931,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:14,ev-c28fc1eb24501787,node,ev-c28fc1eb24501787,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:15,ev-949fc8d3aa6d8702,node,ev-949fc8d3aa6d8702,ev-949fc8d3aa6d8702,none,main.bicep#L939,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:16,ev-78f97b6ee4e74606,node,ev-78f97b6ee4e74606,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:17,ev-a8ec92c41556d6a9,node,ev-a8ec92c41556d6a9,ev-a8ec92c41556d6a9,none,main.bicep#L947,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:18,ev-f19615710342d55f,node,ev-f19615710342d55f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:19,ev-4aa2919b6d82f922,node,ev-4aa2919b6d82f922,ev-4aa2919b6d82f922,none,main.bicep#L955,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:20,ev-9b2d73c680115bda,node,ev-9b2d73c680115bda,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:21,ev-bac1e199ccc4398f,node,ev-bac1e199ccc4398f,ev-bac1e199ccc4398f,none,main.bicep#L963,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:22,ev-831083dc598abf97,node,ev-831083dc598abf97,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:23,ev-b75a4eb42622293b,node,ev-b75a4eb42622293b,ev-b75a4eb42622293b,none,main.bicep#L971,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:24,ev-393d9946c9071a5d,node,ev-393d9946c9071a5d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:25,ev-656e0263d41e5755,node,ev-656e0263d41e5755,ev-656e0263d41e5755,none,main.bicep#L979,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:26,ev-65fc4a7a3e39c8d7,node,ev-65fc4a7a3e39c8d7,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:27,ev-9b82d0aa671bb665,node,ev-9b82d0aa671bb665,ev-9b82d0aa671bb665,none,main.bicep#L987,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:28,ev-ac342770b71bc6c6,node,ev-ac342770b71bc6c6,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:30,ev-f04e23744c15bfa5,node,ev-f04e23744c15bfa5,ev-f04e23744c15bfa5,none,main.bicep#L995,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:31,ev-a707e15adbf29024,node,ev-a707e15adbf29024,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:33,ev-ca73c9998b44abad,node,ev-ca73c9998b44abad,ev-ca73c9998b44abad,none,main.bicep#L1003,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:34,ev-87e39a77084a8c6e,node,ev-87e39a77084a8c6e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:36,ev-8ce585c0a1ee573d,node,ev-8ce585c0a1ee573d,ev-8ce585c0a1ee573d,none,main.bicep#L1011,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:37,ev-979c16893892ac64,node,ev-979c16893892ac64,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:38,ev-a4ecb25a5c84b472,node,ev-a4ecb25a5c84b472,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:2,ev-20c29c1ebffe4e28,node,ev-20c29c1ebffe4e28,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:3,ev-e987cabf54eb4432,node,ev-e987cabf54eb4432,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:4,ev-327279756ed135a8,node,ev-327279756ed135a8,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:5,ev-f383eb5a70c19f0f,node,ev-f383eb5a70c19f0f,ev-f383eb5a70c19f0f,none,main.bicep#L1019,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:6,ev-55a6c94676173997,node,ev-55a6c94676173997,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:7,ev-7c8c9e49443a2940,node,ev-7c8c9e49443a2940,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:8,ev-3c6456a88cffdd97,node,ev-3c6456a88cffdd97,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:10,ev-fa085a6443b36d7f,node,ev-fa085a6443b36d7f,ev-fa085a6443b36d7f,none,main.bicep#L1027,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:11,ev-44c92082857bcded,node,ev-44c92082857bcded,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:12,ev-3ae46715a0318334,node,ev-3ae46715a0318334,ev-3ae46715a0318334,none,main.bicep#L1035,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:13,ev-1184020f8a7ce16e,node,ev-1184020f8a7ce16e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:14,ev-754816c008d169e9,node,ev-754816c008d169e9,ev-754816c008d169e9,none,main.bicep#L1043,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:15,ev-fc799d622b2a7271,node,ev-fc799d622b2a7271,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:16,ev-603454d62d891b8a,node,ev-603454d62d891b8a,ev-603454d62d891b8a,none,main.bicep#L1051,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:17,ev-ac2b2588d9ee104c,node,ev-ac2b2588d9ee104c,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:18,ev-46b04dce6ef35021,node,ev-46b04dce6ef35021,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:19,ev-79216ef7b6c7e7e6,node,ev-79216ef7b6c7e7e6,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:21,ev-05393605497f67e6,node,ev-05393605497f67e6,ev-05393605497f67e6,none,main.bicep#L1059,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:22,ev-acc84da6c28be7af,node,ev-acc84da6c28be7af,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:23,ev-02fdb31d47505068,node,ev-02fdb31d47505068,ev-02fdb31d47505068,none,main.bicep#L89,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:24,ev-8d2ad686ef5e5c68,node,ev-8d2ad686ef5e5c68,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:25,ev-157969f9c79ce1e4,node,ev-157969f9c79ce1e4,ev-157969f9c79ce1e4,none,main.bicep#L19,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:26,ev-43f54671747ce5e5,node,ev-43f54671747ce5e5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:27,ev-a8bb94e2f1ff0da5,node,ev-a8bb94e2f1ff0da5,ev-a8bb94e2f1ff0da5,none,main.bicep#L136,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:28,ev-cd8a4a90473103f6,node,ev-cd8a4a90473103f6,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:29,ev-99ebe722c1ed7ff9,node,ev-99ebe722c1ed7ff9,ev-99ebe722c1ed7ff9,none,main.bicep#L58,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:30,ev-b83bbe9dcb78d62b,node,ev-b83bbe9dcb78d62b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:31,ev-872c8b50ea71db02,node,ev-872c8b50ea71db02,ev-872c8b50ea71db02,none,main.bicep#L1067,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:32,ev-1887b65a8b3aaa73,node,ev-1887b65a8b3aaa73,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:33,ev-8f9913ab4c217cfc,node,ev-8f9913ab4c217cfc,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:34,ev-6b50345f7432fa32,node,ev-6b50345f7432fa32,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:36,ev-2aff140c18c3ac5b,node,ev-2aff140c18c3ac5b,ev-2aff140c18c3ac5b,none,main.bicep#L1075,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:37,ev-4729608b619a01fe,node,ev-4729608b619a01fe,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:38,ev-80f090052a105705,node,ev-80f090052a105705,ev-80f090052a105705,none,main.bicep#L1083,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:39,ev-f40b3ae4217c3cfe,node,ev-f40b3ae4217c3cfe,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:40,ev-baab45d89a312a81,node,ev-baab45d89a312a81,ev-baab45d89a312a81,none,main.bicep#L1091,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:41,ev-8f773f582f022541,node,ev-8f773f582f022541,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:42,ev-9a8ab69f9426cdbd,node,ev-9a8ab69f9426cdbd,ev-9a8ab69f9426cdbd,none,main.bicep#L1099,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:43,ev-b0a5cbf715307f6c,node,ev-b0a5cbf715307f6c,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:44,ev-cd3754d63177df63,node,ev-cd3754d63177df63,ev-cd3754d63177df63,none,main.bicep#L1107,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:45,ev-ecc9be87130a6e5b,node,ev-ecc9be87130a6e5b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:46,ev-4a632d5f73a5efc8,node,ev-4a632d5f73a5efc8,ev-4a632d5f73a5efc8,none,main.bicep#L1115,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:47,ev-4de259c0d7525cb9,node,ev-4de259c0d7525cb9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide15.xml:48,ev-2e239726ef4c9b9f,node,ev-2e239726ef4c9b9f,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:2,ev-96c3816e056a2808,node,ev-96c3816e056a2808,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:3,ev-a77aa4a3e3db7d52,node,ev-a77aa4a3e3db7d52,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:4,ev-7b299ee5b8769a86,node,ev-7b299ee5b8769a86,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:5,ev-b72eee3125d23ba6,node,ev-b72eee3125d23ba6,ev-b72eee3125d23ba6,none,main.bicep#L1123,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:6,ev-25bd4b4d2a4e1c99,edge,ev-25bd4b4d2a4e1c99,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1457,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:7,ev-878ffc0e5b8de0a6,node,ev-878ffc0e5b8de0a6,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:8,ev-c454084edba05fdb,node,ev-c454084edba05fdb,ev-c454084edba05fdb,none,main.bicep#L1131,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:9,ev-4e255646f33994ba,node,ev-4e255646f33994ba,,question:DECORATIVE_SHAPE_UNLABELED,,passed
